MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
4689,4/29/2010,4/29/2010,Male,5,guangzhou,guangdong,CN,36.0,3/31/2014,10,6447,2454.0,5867.0,11771,3/10/2014,22,74.77777778,219,0,0.713359952,28899,32
25497,3/13/2013,3/13/2013,Male,4,TASHKENT,.,UZ,40.0,3/31/2014,8,7706,2814.0,6702.0,16310,6/19/2013,287,14.0,42,0,0.514806867,7706,0
24873,10/11/2012,10/11/2012,Male,4,shanghai,shanghai,CN,33.0,3/31/2014,8,8137,1970.0,1078.0,10739,7/4/2013,272,38.0,70,0,0.781813949,8137,0
33402,4/20/2012,8/14/2012,Male,4,shanghai,shanghai,CN,42.0,3/31/2014,8,6309,5698.0,1706.0,10258,7/22/2013,254,48.85714286,130,0,0.818342757,6526,1
52439,1/15/2013,1/15/2013,Female,4,guangzhoushi,guangdong,CN,34.0,3/31/2014,8,7602,1460.0,6716.0,9240,2/11/2014,50,56.0,192,0,0.90842316,7602,0
57126,3/20/2008,4/13/2008,Male,4,beijing,beijing,CN,38.0,3/31/2014,8,8945,2170.0,4583.0,9259,11/23/2013,130,70.57142857,175,0,0.906497462,8945,0
11299,9/20/2005,1/17/2009,Male,4,shanghai,shanghai,CN,43.0,3/31/2014,8,7803,2832.0,1872.0,10748,1/25/2014,67,79.28571429,225,0,0.7808578340000001,7803,0
33959,12/1/2012,1/23/2013,Male,4,guangzhou,guangdong,CN,28.0,3/31/2014,6,6488,864.0,3686.0,11651,9/24/2013,190,48.8,70,0,0.7203364520000001,6488,0
38462,1/7/2006,1/8/2006,Female,4,dalian,liaoning,CN,40.0,3/31/2014,14,5712,0.0,985.0,14954,2/1/2014,60,51.53846154,181,1,0.561193661,6212,2
28533,4/9/2011,9/24/2011,Female,4,zhengzhoushi,henan,CN,36.0,3/31/2014,13,7605,7884.0,645.0,10166,4/24/2013,343,31.58333333,120,0,0.825486917,15047,24
2882,1/26/2008,1/26/2008,Male,4,shenzhen,guangdong,CN,58.0,3/31/2014,6,7991,6830.0,1095.0,8486,10/26/2013,158,95.6,402,0,0.9888663679999999,7991,0
54368,1/9/2012,5/18/2012,Male,4,shanghai,shanghai,CN,32.0,3/31/2014,8,6815,4174.0,2903.0,9756,2/27/2014,34,92.85714286,189,0,0.860130176,7819,17
58421,11/14/2010,3/23/2011,Male,4,shenzhen,guangdong,CN,45.0,3/31/2014,9,6454,0.0,3962.0,12516,3/14/2014,18,58.125,125,1,0.670419463,20789,29
24696,12/22/2012,12/22/2012,Male,4,shanghaishi,zhongguo,CN,30.0,3/31/2014,10,6611,400.0,4640.0,14328,1/16/2014,76,43.33333333,128,0,0.585607203,10497,5
3454,8/7/2008,8/7/2008,Male,4,shenzhen,guangdong,CN,,3/31/2014,11,7113,6097.0,2451.0,10741,7/12/2013,264,44.6,177,0,0.7811516620000001,7113,0
54756,5/29/2006,6/19/2006,Male,4,foshan,guangdong,CN,46.0,3/31/2014,11,8304,4211.0,4054.0,11352,8/26/2013,219,50.3,118,0,0.7388927059999999,55986,6
34257,12/25/2012,2/13/2013,Male,4,guangdong,guangzhou,CN,30.0,3/31/2014,9,7562,3898.0,4379.0,10447,3/14/2014,18,49.375,206,0,0.8028247340000001,7562,0
48656,11/7/2008,7/4/2010,Male,4,dongguan,guangdong,CN,36.0,3/31/2014,7,5766,4638.0,2100.0,15284,6/24/2013,282,47.5,129,0,0.548744439,5766,0
45707,5/2/2006,5/6/2007,Male,4,dongguan,guangdong,CN,42.0,3/31/2014,8,4623,3882.0,3432.0,16399,8/19/2013,226,69.14285714,203,0,0.511408622,4623,0
11737,11/1/2007,1/12/2013,Male,4,,,HK,53.0,3/31/2014,9,5712,1188.0,7607.0,12635,2/21/2014,40,50.625,173,0,0.663679462,5712,0
14720,5/18/2012,5/18/2012,Female,4,beijing,beijing,CN,46.0,3/31/2014,7,5450,5785.0,0.0,13532,8/12/2012,598,14.33333333,76,0,0.619634939,5450,0
9640,1/19/2006,1/19/2006,Male,4,shanghai,shanghai,CN,45.0,3/31/2014,9,7029,0.0,0.0,11844,10/19/2013,165,67.875,236,0,0.707868963,7029,0
16004,8/27/2012,8/27/2012,Male,4,HK,HK,CN,48.0,3/31/2014,6,5957,5832.0,0.0,12747,11/28/2012,490,18.6,69,0,0.6576998510000001,5957,0
6072,11/25/2011,11/25/2011,Male,4,beijing,beijing,CN,47.0,3/31/2014,8,7259,3450.0,3375.0,10989,9/19/2013,195,67.85714286,150,0,0.7629010829999999,7259,0
4486,12/4/2009,12/20/2009,Male,4,beijing,beijing,CN,41.0,3/31/2014,5,6453,1687.0,5515.0,12378,1/25/2014,67,86.75,111,0,0.6772871220000001,6453,0
49412,10/27/2009,4/30/2010,Female,4,fanyu,guangdong,CN,31.0,3/31/2014,11,6603,2420.0,5859.0,11143,1/8/2014,84,63.8,227,2,0.7523386879999999,11509,29
46583,4/28/2011,8/10/2013,Male,4,guangzhou,guangdong,CN,29.0,3/31/2014,7,7727,0.0,7223.0,11288,2/11/2014,50,30.83333333,102,0,0.742625797,10452,5
58879,10/21/2010,10/21/2010,Male,4,beijing,beijing,CN,47.0,3/31/2014,9,8757,3446.0,3826.0,10688,10/20/2013,164,65.5,157,0,0.784299214,13849,5
24514,3/27/2012,4/22/2012,Male,4,guangzhou,guangdong,CN,27.0,3/31/2014,16,8271,9325.0,1174.0,9007,1/2/2014,90,41.33333333,330,0,0.930660597,8271,0
29526,7/3/2007,4/17/2011,Male,4,tianjin,tianjin,CN,37.0,3/31/2014,5,8271,1280.0,6851.0,6530,3/22/2014,10,137.75,514,0,1.2836554359999999,8271,0
43446,1/12/2013,1/12/2013,Male,4,shenzhen,guangdong,CN,34.0,3/31/2014,7,7433,2742.0,4588.0,10784,1/4/2014,88,59.5,147,0,0.777259829,7433,0
16021,3/8/2013,4/2/2013,Male,4,meizhou,guangdong,CN,76.0,3/31/2014,11,6932,0.0,8322.0,12504,11/26/2013,127,23.8,71,0,0.6703063020000001,6932,0
33330,4/24/2012,5/11/2012,Male,4,wulumuqi,xinjiang,CN,34.0,3/31/2014,8,5209,4063.0,3351.0,15156,2/2/2014,59,90.28571429,383,0,0.5529961729999999,5209,0
51264,7/12/2012,7/12/2012,Male,4,HONG K0NG,-,HK,42.0,3/31/2014,7,7521,1920.0,8268.0,10777,3/7/2014,25,100.66666670000001,286,0,0.777679317,7521,0
23229,8/29/2011,8/29/2011,Male,4,wuhan,hubei,CN,70.0,3/31/2014,13,7428,2293.0,5555.0,11148,3/7/2014,25,57.66666667,126,0,0.751751884,7428,0
32608,9/12/2011,9/12/2011,Male,4,shanghai,shanghai,CN,36.0,3/31/2014,10,8920,2974.0,1902.0,12068,9/18/2013,196,53.88888889,156,1,0.6944356979999999,12202,16
993,1/19/2007,1/19/2007,Male,4,guangzhoushi,guangdong,CN,46.0,3/31/2014,8,7157,1180.0,6996.0,11884,2/25/2014,36,95.14285714,447,0,0.705084147,7157,0
21733,10/9/2008,10/9/2008,Male,4,,KEDAH,MY,34.0,3/31/2014,4,3884,5586.0,0.0,11172,10/1/2012,548,50.33333333,139,0,0.75,3884,0
33405,11/5/2012,11/5/2012,Male,4,zhengzhou,henan,CN,42.0,3/31/2014,8,7109,4128.0,3255.0,12296,2/2/2014,59,64.85714286,204,0,0.681419161,7109,0
59005,4/4/2011,7/7/2011,Female,4,STPIERRE,,RE,37.0,3/31/2014,10,8432,5860.0,8340.0,8912,5/28/2013,309,38.88888889,166,0,0.94008079,8432,0
7548,7/20/2009,7/20/2009,Male,4,shenyang,liaoning,CN,34.0,3/31/2014,8,8464,4108.0,1610.0,10194,9/23/2013,191,70.57142857,315,0,0.821806945,8464,0
6268,5/19/2012,5/19/2012,Male,4,beijingshi,.,CN,34.0,3/31/2014,8,8552,3409.0,4135.0,9796,12/16/2013,107,82.28571429,177,0,0.855169457,8552,0
38259,8/25/2005,10/10/2005,Male,4,guangzhou,guangdong,CN,58.0,3/31/2014,10,6448,4140.0,3773.0,12531,12/21/2013,102,56.77777778,252,0,0.668518873,6448,0
31184,9/27/2009,9/27/2009,Male,4,,,CN,47.0,3/31/2014,5,8254,1200.0,4484.0,7052,12/13/2013,110,86.5,159,0,1.187828985,9290,1
11394,5/16/2007,5/16/2007,Male,4,beijing,beijing,CN,46.0,3/31/2014,4,8746,0.0,7510.0,7833,1/19/2014,73,76.0,224,0,1.069379548,8746,0
26594,11/19/2005,11/19/2005,Male,4,beijing,beijing,CN,41.0,3/31/2014,11,5964,4360.0,4252.0,11686,11/15/2013,138,59.3,201,4,0.716694335,5964,4
32332,7/1/2011,11/14/2011,Male,4,baicheng,jilin,CN,43.0,3/31/2014,7,8407,7134.0,0.0,9620,9/9/2012,570,26.16666667,57,0,0.870602911,9907,1
49274,9/13/2009,3/15/2010,Male,4,RUNCORN BRISBANE,QUEENSLAND,AU,,3/31/2014,10,6692,2729.0,5299.0,10903,9/12/2013,202,54.66666667,378,0,0.76814363,6692,0
37942,2/11/2013,2/11/2013,Male,4,guangzhou,guangdong,CN,29.0,3/31/2014,2,5293,5310.0,0.0,10274,2/15/2013,411,4.0,4,0,0.815018493,5293,0
55241,4/26/2007,4/22/2008,Male,4,hangzhou,zhejiang,CN,42.0,3/31/2014,17,8815,7050.0,3593.0,11807,12/17/2013,106,37.875,150,1,0.7091691370000001,8815,1
24142,11/16/2011,11/16/2011,Female,4,wulumuqi,xinjiang,CN,28.0,3/31/2014,6,5308,4193.0,2675.0,18110,12/5/2013,118,77.8,215,0,0.46233683,5308,0
25468,1/26/2013,3/22/2013,Female,4,beijing,.,CN,40.0,3/31/2014,8,7809,2250.0,5444.0,10004,12/23/2013,100,39.42857143,148,0,0.8369352259999999,7809,0
54912,9/21/2006,2/16/2008,Male,4,guangzhou,guangdong,CN,47.0,3/31/2014,10,7009,3438.0,4470.0,14143,3/21/2014,11,71.11111111,248,0,0.591994626,7009,0
29176,4/17/2005,9/26/2005,Male,4,shenzhen,guangdong,CN,40.0,3/31/2014,7,8729,2030.0,4886.0,11917,11/19/2013,134,98.33333333,284,0,0.702475455,9229,1
50495,6/21/2011,6/21/2011,Male,4,shamen,fujian,CN,29.0,3/31/2014,7,7894,4478.0,1012.0,10130,9/20/2013,194,81.16666667,256,0,0.826258638,7894,0
23425,3/4/2012,3/4/2012,Female,4,guangzhou,guangdong,CN,32.0,3/31/2014,10,7062,5475.0,2448.0,10983,9/12/2013,202,53.11111111,255,0,0.762025858,8562,1
46045,12/21/2006,12/21/2006,Male,4,shanghai,shanghai,CN,41.0,3/31/2014,13,5100,1917.0,3894.0,16971,3/3/2014,29,52.5,183,0,0.493150669,5100,1
6525,5/18/2012,5/22/2012,Female,4,haikou,hainan,CN,50.0,3/31/2014,8,7508,4876.0,2773.0,12965,9/11/2013,203,68.14285714,133,0,0.645518704,7508,0
36525,11/20/2005,6/21/2006,Male,4,shenzhen,guangdong,CN,38.0,3/31/2014,6,6034,0.0,7024.0,14054,1/30/2014,62,27.8,72,0,0.5954632129999999,6034,0
47607,6/15/2007,7/16/2007,Male,4,guangzhou,guangdong,CN,36.0,3/31/2014,17,6570,3458.0,5858.0,11993,3/15/2014,17,43.9375,195,0,0.697728675,6570,0
58961,11/17/2010,7/11/2012,Male,4,guangzhou,guangdong,CN,34.0,3/31/2014,7,8665,2015.0,5491.0,11727,3/24/2014,8,103.66666670000001,441,0,0.713553338,8665,0
43973,7/18/2011,10/8/2011,Male,4,pingdingshan,henan,CN,46.0,3/31/2014,8,7905,3025.0,4888.0,9133,2/16/2014,45,95.14285714,311,0,0.916183072,7905,0
43405,3/23/2013,3/23/2013,Male,4,SAN FRANCISCO,CA,US,51.0,3/31/2014,9,3588,1130.0,5600.0,14503,3/14/2014,18,44.625,157,0,0.576927532,3588,0
41243,3/28/2011,4/25/2011,Female,4,nanjing,jiangsu,CN,45.0,3/31/2014,11,6481,3678.0,4968.0,11399,10/30/2013,154,50.5,113,0,0.734006492,6481,0
21460,6/15/2008,10/19/2013,Male,4,guangzhou,guangdong,CN,35.0,3/31/2014,6,6888,0.0,7137.0,12426,3/8/2014,24,28.2,79,0,0.673326895,6888,0
4867,11/11/2010,5/26/2011,Male,4,beijing,beijing,CN,40.0,3/31/2014,11,6024,4595.0,3456.0,14418,9/23/2013,191,49.8,108,0,0.58028298,6024,0
31735,7/24/2010,11/20/2011,Female,4,beijing,beijing,CN,45.0,3/31/2014,11,8365,432.0,7266.0,12077,2/9/2014,52,49.5,298,0,0.6927639309999999,8365,0
1513,6/15/2011,6/27/2012,Male,4,nanyang,henan,CN,43.0,3/31/2014,4,8102,1308.0,3660.0,10148,2/1/2014,60,194.66666669999998,545,0,0.8244294440000001,8102,0
22899,11/3/2010,11/3/2010,Male,4,guangzhou,guangdong,CN,38.0,3/31/2014,9,6213,4221.0,3593.0,12709,10/7/2013,177,62.75,124,0,0.658219372,6213,0
30077,5/3/2008,5/3/2008,Female,4,HK,HK,HK,54.0,3/31/2014,6,4425,3201.0,3057.0,11848,7/12/2013,264,55.6,109,0,0.7060229570000001,4642,1
54988,10/31/2006,7/29/2007,Male,4,shanghai,shanghai,CN,56.0,3/31/2014,12,7581,0.0,5456.0,11009,3/31/2014,1,62.90909091,337,0,0.7598246890000001,8669,1
37721,4/6/2012,4/6/2012,Male,4,shenzhen,guangdong,CN,54.0,3/31/2014,10,6040,3053.0,3637.0,14251,8/21/2013,224,55.77777778,169,2,0.586937759,12640,9
62877,4/18/2006,9/8/2006,Female,4,wulumuqishi,xinjiang,CN,58.0,3/31/2014,18,5887,1326.0,1615.0,18799,2014/2/29  0:00:00,32,38.47058824,138,2,0.444936965,5887,2
25944,12/6/2010,12/13/2010,Male,4,dalian,liaoning,CN,36.0,3/31/2014,13,6781,3545.0,3957.0,11083,2/19/2014,42,53.41666667,102,0,0.754619688,6781,0
59538,6/21/2011,6/21/2011,Female,4,guangzhou,guangdong,CN,33.0,3/31/2014,10,6024,6733.0,893.0,13731,6/5/2013,301,38.55555556,143,0,0.6090823679999999,6417,15
41636,9/4/2011,9/4/2011,Female,4,zhengzhou,henan,CN,44.0,3/31/2014,12,8047,8142.0,0.0,9550,3/30/2013,368,24.81818182,91,0,0.875696335,8047,0
25393,3/30/2013,3/30/2013,Male,4,dongguan,guangdong,CN,36.0,3/31/2014,7,6901,1225.0,6333.0,11730,3/20/2014,12,59.33333333,279,0,0.712888321,6901,0
1130,4/25/2007,11/9/2008,Female,4,B'WORTH,PEANG,MY,39.0,3/31/2014,5,4223,4085.0,1210.0,12176,11/19/2013,134,130.75,366,0,0.686769875,4223,0
40605,5/12/2010,5/14/2010,Female,4,shenzhen,guangdong,CN,44.0,3/31/2014,8,6417,3284.0,2852.0,12245,1/23/2014,69,80.0,273,0,0.68284606,6417,0
59120,3/27/2011,3/27/2011,Male,4,beijing,beijing,CN,36.0,3/31/2014,11,7752,8287.0,0.0,9503,1/19/2013,438,27.6,93,0,0.879832684,7752,0
14420,3/2/2012,3/2/2012,Male,4,dalian,liaoning,CN,50.0,3/31/2014,15,7450,4686.0,5566.0,8685,12/26/2013,97,32.5,135,0,0.962666667,7450,0
45452,8/28/2012,3/15/2013,Male,4,dalian,liaoning,CN,51.0,3/31/2014,6,6128,964.0,4207.0,14793,1/28/2014,64,63.8,144,0,0.565174745,7254,19
42368,9/27/2011,9/27/2011,Male,4,duyun,guizhou,CN,37.0,3/31/2014,11,4751,3042.0,4132.0,16820,9/27/2013,187,54.1,159,0,0.49703805,4751,0
10364,5/8/2010,5/8/2010,Male,4,shanghai,shanghai,CN,34.0,3/31/2014,5,7881,4620.0,2571.0,9633,1/16/2014,76,89.0,228,0,0.867856327,7881,0
32545,12/2/2011,2/9/2012,Male,4,kaifeng,henan,CN,49.0,3/31/2014,8,8968,2157.0,5454.0,22710,8/15/2013,230,62.85714286,389,0,0.368121973,8968,0
33541,7/17/2012,7/17/2012,Female,4,guangzhou,guangdong,CN,56.0,3/31/2014,6,7822,5916.0,1309.0,11802,12/1/2013,122,100.4,263,0,0.708333333,7822,0
4591,4/17/2010,4/17/2010,Female,4,fanyu,guangdong,CN,43.0,3/31/2014,6,5716,5822.0,0.0,16446,2/24/2013,402,44.8,166,0,0.5083120520000001,5747,1
10362,4/14/2010,4/18/2010,Male,4,jiangmen,guangdongsheng,CN,35.0,3/31/2014,7,7566,4645.0,3392.0,9758,10/22/2013,162,93.5,285,0,0.856702193,7597,1
8640,7/2/2007,7/2/2007,Male,4,shanghai,shanghai,CN,59.0,3/31/2014,5,7129,0.0,0.0,8446,5/18/2013,319,68.25,126,0,0.989752546,7129,0
3147,3/25/2008,10/12/2011,Male,4,shanghai,shanghai,CN,59.0,3/31/2014,10,5976,3358.0,4630.0,14869,12/9/2013,114,34.88888889,150,0,0.562169615,5976,0
6547,7/16/2012,7/16/2012,Male,4,kelamayi,xinjiang,CN,37.0,3/31/2014,7,5299,2961.0,3536.0,17512,5/5/2013,332,48.83333333,228,0,0.47728414799999996,5299,0
58851,6/23/2011,6/23/2011,Male,4,guangzhou,guangdong,CN,36.0,3/31/2014,6,7064,7832.0,0.0,9603,2/24/2013,402,59.8,204,0,0.8703269809999999,7064,0
45982,11/2/2006,4/16/2007,Male,4,guangzhou,guangdong,CN,37.0,3/31/2014,5,8092,1473.0,5374.0,10701,2/26/2014,35,155.5,329,0,0.7809681340000001,8092,0
47922,12/7/2007,1/4/2008,Male,4,pingyang,zhejiang,CN,,3/31/2014,12,6173,4012.0,3908.0,14395,3/5/2014,27,61.27272727,180,0,0.580553664,6173,0
51916,9/11/2012,10/17/2012,Male,4,jincheng,shanxi,CN,46.0,3/31/2014,10,7863,3001.0,5231.0,10322,2/19/2014,42,54.44444444,183,0,0.8096241040000001,7863,0
27285,2/4/2011,9/8/2012,Female,4,guangzhou,guangdong,CN,27.0,3/31/2014,10,6742,8234.0,0.0,11050,3/7/2013,391,20.0,50,0,0.756262443,6742,0
44999,5/28/2007,12/22/2007,Female,4,wulumuqishi,xinjiang,CN,60.0,3/31/2014,5,5164,0.0,6889.0,14780,12/17/2013,106,23.75,42,0,0.565404601,5164,0
15186,12/17/2011,12/17/2011,Male,4,nanjing,jiangsu,CN,43.0,3/31/2014,14,5668,8259.0,743.0,13451,11/17/2013,136,45.07692308,185,0,0.6212177529999999,5668,0
52385,1/21/2013,1/21/2013,Female,4,dalian,liaoning,CN,31.0,3/31/2014,8,6674,4564.0,2244.0,16026,2/18/2014,43,56.14285714,210,0,0.521359666,6674,0
34744,5/27/2012,5/27/2012,Male,4,Yongin-si,Gyeonggi-do,KR,36.0,3/31/2014,12,6722,18092.0,0.0,10444,1/26/2013,431,22.18181818,111,0,0.8,6722,0
14147,5/11/2011,5/11/2011,Male,4,wuhan,hubei,CN,44.0,3/31/2014,11,6364,5882.0,2401.0,11904,11/25/2013,128,60.2,186,0,0.701836358,6364,0
27770,5/28/2006,5/28/2006,Female,4,beijing,beijing,CN,53.0,3/31/2014,9,8508,1210.0,5531.0,9421,3/5/2014,27,82.5,364,0,0.88679758,8508,0
47599,5/23/2008,12/7/2008,Male,4,tianjin,,CN,46.0,3/31/2014,10,6805,4182.0,1548.0,11713,9/16/2013,198,47.0,171,0,0.71323999,6805,0
42897,12/3/2012,12/3/2012,Male,4,zhanjiang,guangdong,CN,45.0,3/31/2014,11,7642,5283.0,2892.0,12065,12/25/2013,98,38.7,182,0,0.692385412,7642,0
54976,11/1/2006,10/2/2007,Female,4,beijing,beijing,CN,29.0,3/31/2014,9,6384,0.0,4785.0,13049,2/17/2014,44,24.75,53,0,0.640141007,6384,0
11599,3/9/2008,3/24/2008,Male,4,shanghai,shanghai,CN,38.0,3/31/2014,10,7037,1550.0,1641.0,12628,1/20/2014,72,68.33333333,182,0,0.661481628,7037,0
54655,2/21/2006,9/18/2006,Male,4,guangzhoushi,guangdong,CN,51.0,3/31/2014,11,4742,2761.0,4888.0,18442,3/15/2014,17,67.1,245,3,0.452937859,12694,11
5089,4/27/2011,6/19/2011,Male,4,changchun,jilin,CN,35.0,3/31/2014,9,7542,5226.0,4415.0,9388,9/29/2013,185,67.5,406,0,0.889752876,7542,0
32547,10/30/2011,10/30/2011,Male,4,shenzhen,guangdong,CN,46.0,3/31/2014,12,6339,4057.0,4467.0,12476,11/28/2013,125,50.45454545,188,0,0.669485412,6339,0
44598,4/23/2006,4/23/2006,Female,4,changchun,jilin,CN,56.0,3/31/2014,12,7134,5060.0,2918.0,10654,3/27/2014,5,57.54545455,157,2,0.7839750329999999,7134,2
16907,11/21/2010,11/21/2010,Male,4,dalian,liaoning,CN,41.0,3/31/2014,7,7172,0.0,6113.0,12010,3/23/2014,9,42.5,136,0,0.6954554540000001,7172,0
30101,3/28/2008,4/23/2008,Male,4,shenzhen,guangdong,CN,38.0,3/31/2014,9,5710,2726.0,1740.0,14247,2/24/2014,37,69.875,191,2,0.586202007,6649,14
6052,1/14/2012,1/7/2013,Male,4,dalian,liaoning,CN,32.0,3/31/2014,5,5840,4605.0,2829.0,10477,10/31/2013,153,74.25,183,0,0.7970984059999999,5840,0
12788,12/12/2008,12/12/2008,Male,4,guangzhou,guangdong,CN,41.0,3/31/2014,15,6921,1866.0,6820.0,11731,3/20/2014,12,50.92857143,172,1,0.7118557670000001,7433,2
55319,7/30/2007,7/30/2007,Female,4,shenzhen,guangdong,CN,42.0,3/31/2014,8,6721,6465.0,0.0,13184,12/28/2012,460,38.57142857,97,0,0.633373786,6721,0
21808,2/11/2009,2/13/2009,Male,4,beijing,beijing,CN,50.0,3/31/2014,13,7207,710.0,6149.0,10860,1/25/2014,67,43.58333333,144,0,0.768864641,7207,0
61548,7/12/2012,7/14/2012,Male,4,changchunshi,jilinsheng,CN,47.0,3/31/2014,8,6392,4891.0,1922.0,11279,8/9/2013,236,55.85714286,373,0,0.740298785,6392,0
37977,3/23/2013,4/21/2013,Male,4,shanghai,shanghai,CN,45.0,3/31/2014,6,8751,0.0,6950.0,6144,11/24/2013,129,43.4,108,0,1.3589550780000001,8751,0
13544,2/18/2010,6/27/2011,Male,4,pingxiang,hebei,CN,55.0,3/31/2014,9,7112,378.0,4481.0,13267,3/25/2014,7,89.875,258,0,0.6292839379999999,7297,1
28829,9/16/2012,10/26/2012,Male,4,guangzhou,guangdong,CN,28.0,3/31/2014,11,7118,6658.0,1613.0,12656,5/22/2013,315,20.8,66,0,0.659647598,7118,0
53862,3/1/2006,3/1/2006,Male,5,shenzhen,guangdong,CN,39.0,3/31/2014,4,4520,0.0,6691.0,12276,2/23/2014,38,51.33333333,76,0,0.68,4520,0
13796,4/4/2011,4/5/2011,Male,4,shenzhen,guangdong,CN,53.0,3/31/2014,10,5563,5241.0,2991.0,13697,12/19/2013,104,56.66666667,155,0,0.609417391,5563,0
13126,6/12/2009,1/14/2011,Female,4,dalian,liaoning,CN,42.0,3/31/2014,12,6199,5394.0,2951.0,12834,3/24/2014,8,61.45454545,228,0,0.650289855,24246,28
8273,11/28/2010,1/27/2011,Male,4,tongcheng,anhui,CN,33.0,3/31/2014,5,4442,3544.0,2961.0,15730,1/13/2014,79,133.25,180,0,0.5305333760000001,4442,0
57579,8/22/2008,8/30/2008,Female,4,guangzhou,guangdong,CN,42.0,3/31/2014,9,6383,5670.0,1646.0,11623,12/14/2013,109,76.5,220,0,0.717981588,6483,1
47351,8/26/2005,10/7/2005,Male,4,KOW LOON,,HK,65.0,3/31/2014,13,5247,6785.0,3319.0,13603,11/29/2013,124,48.58333333,126,0,0.613364699,5247,0
6652,8/27/2012,10/15/2012,Male,4,wuhan,hubeisheng,CN,45.0,3/31/2014,8,8112,1266.0,5904.0,12048,1/12/2014,80,64.85714286,103,0,0.69251245,8112,0
35430,9/9/2005,9/9/2005,Male,4,shenyang,liaoning,CN,47.0,3/31/2014,11,3205,5195.0,2072.0,22941,1/10/2014,82,62.6,154,1,0.363676823,3205,1
20396,9/2/2005,9/23/2005,Male,4,guangzhou,guangdong,CN,46.0,3/31/2014,10,6353,2100.0,6190.0,11886,11/20/2013,133,54.33333333,187,0,0.701828201,6353,0
9271,11/8/2011,7/20/2013,Male,4,guangzhou  ,guangdong,CN,38.0,3/31/2014,10,6848,0.0,7665.0,14990,3/1/2014,31,25.0,90,0,0.556498332,6848,0
24022,10/26/2011,2/11/2012,Male,4,beijing,beijing,CN,48.0,3/31/2014,7,7349,4028.0,2160.0,11452,7/15/2013,261,70.66666667,240,0,0.728394167,7349,0
1779,8/29/2012,8/26/2013,Male,4,shenzhen,guangdong,CN,38.0,3/31/2014,6,9031,0.0,6446.0,10482,1/20/2014,72,29.4,81,0,0.7957727529999999,9031,0
21703,3/2/2010,4/23/2010,Male,4,guangzhou,guangdong,CN,36.0,3/31/2014,10,7765,0.0,6076.0,10870,2/27/2014,34,12.33333333,38,0,0.767367985,7765,0
34116,10/24/2012,10/24/2012,Male,4,beijing,beijing,CN,31.0,3/31/2014,8,7237,1924.0,5367.0,14836,11/8/2013,145,54.28571429,225,0,0.562171744,7237,0
6179,1/9/2012,1/9/2012,Male,4,beijing,beijing,CN,32.0,3/31/2014,8,7260,2660.0,4499.0,10038,8/11/2013,234,60.85714286,285,0,0.8308418009999999,7260,0
15929,8/21/2012,3/16/2013,Male,4,guangzhou,guangdong,CN,35.0,3/31/2014,12,5280,320.0,7909.0,15832,2/28/2014,33,31.72727273,153,0,0.526771097,5280,0
24282,2/7/2012,5/23/2012,Male,4,shanghaishi,shanghaishi,CN,62.0,3/31/2014,9,7466,5163.0,1494.0,11847,8/21/2013,224,56.875,209,0,0.7039166029999999,7466,0
52339,12/29/2012,12/29/2012,Female,4,SEOUL,,KR,38.0,3/31/2014,7,4030,3120.0,4720.0,13200,11/14/2013,139,53.33333333,173,0,0.631736364,4030,0
55666,8/20/2011,10/14/2011,Male,4,PLACERUILLE,CA,US,49.0,3/31/2014,3,5996,4150.0,0.0,14380,8/30/2012,580,8.5,15,0,0.5798748260000001,5996,0
6073,11/20/2011,1/20/2012,Female,4,shenyang,liaoning,CN,38.0,3/31/2014,8,5760,8038.0,0.0,10848,2/26/2013,400,45.85714286,123,0,0.768657817,5760,0
40036,1/7/2009,6/11/2009,Male,4,shenzhen,guangdong,CN,40.0,3/31/2014,10,5207,3519.0,2240.0,15352,2014/2/29  0:00:00,32,74.77777778,171,0,0.543140959,5207,0
30468,1/5/2009,4/15/2009,Female,4,guangzhou,guangdong,CN,38.0,3/31/2014,8,6793,708.0,6844.0,13661,3/4/2014,28,71.28571429,198,1,0.610306713,6893,2
35785,10/6/2008,10/8/2008,Male,4,shenyang,liaoning,CN,47.0,3/31/2014,10,6718,8257.0,0.0,10535,3/23/2013,375,36.33333333,154,0,0.791324158,6718,0
47104,11/24/2004,11/24/2004,Male,4,guangzhoushi,guangdongsheng,CN,40.0,3/31/2014,9,7647,6476.0,1932.0,9941,2/27/2014,34,80.375,377,0,0.838595715,10214,21
52450,3/21/2013,3/21/2013,Male,4,zhengzhou,henan,CN,63.0,3/31/2014,13,4562,2295.0,5352.0,16450,3/30/2014,2,31.25,110,0,0.506705775,4562,0
25823,2/3/2010,3/4/2010,Female,5,Paju-si,Gyeonggi-do,KR,47.0,3/31/2014,27,5400,8340.0,15650.0,15660,3/19/2014,13,24.84615385,197,0,0.532222222,5875,1
53779,11/28/2007,11/28/2007,Male,4,changchun,jilin,CN,36.0,3/31/2014,7,7566,0.0,0.0,11853,8/18/2013,227,38.66666667,102,0,0.7031435079999999,8148,1
